"","datetime","city","country","shape"
"69227",2020-07-04,"kelso","us","oval"
"6731",2020-10-03,"castle rock","us","oval"
"58901",2020-06-30,"st. thomas (canada)","ca","oval"
"62274",2020-07-13,"pagham (sussex) (uk/england)","gb","sphere"
"31125",2020-02-22,"gaffney","us","sphere"
"69014",2020-07-04,"clear creek east resort",NA,"sphere"
"69690",2019-07-05,"wairoa (new zealand)",NA,"teardrop"
"55635",2020-06-19,"santa monica","us","triangle"
"66309",2020-07-25,"el cajon","us","triangle"
"48919",2019-05-24,"mint hill","us","triangle"
"79940",2020-08-07,"surprise","us","triangle"
"56462",2020-06-02,"evanston","us","triangle"
"14792",2019-11-28,"long beach","us","triangle"
"72891",2020-08-13,"oak lawn","us","unknown"
"36889",2020-03-23,"boynton beach","us","unknown"
"55979",2020-06-20,"tifton",NA,"unknown"
"1743",2020-10-14,"rawalpindi (pakistan)",NA,"unknown"
"38216",2020-03-31,"copperas cove","us","unknown"
"4792",2020-10-24,"kittanning","us","unknown"
"82488",2020-09-14,"cleveland","us","unknown"
"35828",2020-03-18,"fair oaks","us","unknown"
"6390",2020-10-31,"matteson","us",NA
"64459",2019-07-19,"birmingham","us",NA
"55921",2019-06-20,"renton","us",NA
"12873",2020-11-20,"memphis","us",NA
"64746",2019-07-20,"port orchard","us",NA
"73734",2019-08-15,"see report...",NA,NA
"57179",2020-06-24,"louisville","us",NA
"79482",2019-08-06,"bakersfield","us",NA
"76406",2019-08-23,"upland","us",NA
"23797",2019-12-31,"macuto (venezuela)",NA,NA
"58841",2019-06-30,"chicago","us",NA
"48944",2020-05-24,"madison","us","unknown"
"643",2019-10-01,"wilmington","us","circle"
"75719",2020-08-21,"tinley park","us","light"
"76077",2020-08-02,"san antonio","us","changing"
"13358",2020-11-02,"london (uk/england)","gb","changing"
"61192",2020-07-11,"london (uk/england)","gb","changing"
"16906",2020-11-06,"tegucigalpa (honduras)",NA,"triangle"
"26418",2020-12-09,"washington&#44 d.c.",NA,NA
"48146",2020-05-20,"lewisville","us","other"
"21215",2020-01-02,"cameron","us","light"
"35038",2019-03-15,"shelby township",NA,"light"
"55159",2020-06-16,"zwolle (netherlands)",NA,"light"
"56293",2020-06-21,"troy","us","other"
"18364",2020-11-09,"meadville","us","cylinder"
"22553",2020-12-24,"fairfield","us","circle"
"77499",2020-08-27,"atlantic highlands","us","cylinder"
"58669",2019-06-30,"lawrenceville","us","disk"
"10668",2020-11-15,"mammoth lakes","us","light"
"1640",2019-10-14,"kingston (canada)","ca","light"
"74028",2020-08-15,"two harbors","us","light"
"6372",2020-10-31,"tinley park","us","light"
"74600",2020-08-17,"madison","us","light"
"30210",2020-02-18,"batavia (near)","us","light"
"21971",2019-12-22,"reno","us","other"
"35977",2020-03-19,"boise","us","oval"
"6567",2020-10-31,"lee&#39s summit",NA,"rectangle"
"10301",2019-11-15,"van nuys","us","teardrop"
"40473",2020-04-13,"san antonio","us",NA
"33292",2020-02-08,"sacramento","us","fireball"
"2214",2020-10-15,"martin","us","triangle"
"61808",2020-07-01,"mornas a7 motorway (france)",NA,"triangle"
"80733",2020-09-10,"stockbridge","us","unknown"
"2492",2020-10-15,"reseda","us","sphere"
"38936",2019-03-07,"tucumcari","us",NA
"79948",2020-08-07,"lenexa","us","fireball"
"56537",2020-06-02,"happy valley","us","other"
"21593",2020-12-21,"trinidad","us","fireball"
"57143",2019-06-24,"lewiston (in maine near)","us","light"
"44656",2020-04-04,"jefferson","us","cross"
"44582",2020-04-04,"clifton",NA,"light"
"16437",2020-01-15,"washington","us","light"
"67016",2019-07-28,"belmont","us",NA
"88108",2020-09-06,"goodland","us","sphere"
"67928",2020-07-31,"los angeles","us","circle"
"77355",2020-08-26,"glacier national park",NA,"cylinder"
"57986",2020-06-27,"brunswick","us","sphere"
"62533",2020-07-14,"ashland","us","unknown"
"61816",2020-07-01,"albany","us","fireball"
"39879",2020-04-11,"nashville","us","circle"
"20899",2020-12-18,"georgetown","us","unknown"
"68615",2020-07-04,"vancouver","us","egg"
"35720",2020-03-18,"honey brook","us","flash"
"19425",2020-12-01,"taneytown","us","other"
"79071",2020-08-04,"dorking&#44 surrey (uk/england)",NA,"circle"
"69344",2020-07-04,"sunrise","us","light"
"48780",2020-05-23,"ashland","us","sphere"
"62715",2020-07-14,"pickering (canada)","ca","rectangle"
"19034",2020-12-11,"lathrop","us","oval"
"14810",2020-11-28,"phoenix","us","triangle"
"32916",2020-02-06,"stephenville","us","unknown"
"10438",2020-11-15,"greenfield center","us","other"
"16960",2020-01-16,"lake hopatcong","us",NA
"1107",2019-10-12,"asheville","us","light"
"7496",2020-10-06,"new york city (bronx)","us","light"
"72801",2020-08-13,"ste-brigitte de laval (canada)",NA,"sphere"
"39139",2020-03-07,"kingston","us","fireball"
"83705",2020-09-18,"kapolei (oahu)",NA,"light"
"4270",2020-10-22,"anacortes","us","light"
"5601",2020-10-28,"pygra (cyprus)",NA,"triangle"
"43660",2020-04-27,"tempe","us",NA
"33170",2020-02-08,"oakton","us","light"
"28901",2019-02-12,"windsor","us","triangle"
"9950",2020-11-13,"akron","us","fireball"
"75375",2020-08-20,"the pas (canada)","ca","fireball"
"33346",2019-02-09,"eureka","us",NA
"82601",2019-09-15,"fort wayne",NA,"cylinder"
"88782",2020-09-09,"mountain","us","light"
"43061",2020-04-24,"hillsborough","us","other"
"11322",2020-11-17,"chicago","us","oval"
"49607",2020-05-28,"sacramento","us","triangle"
"20763",2020-12-17,NA,NA,NA
"75682",2020-08-21,"boston","us","cigar"
"16989",2020-11-06,"texas city","us","disk"
"78223",2020-08-30,"rosemead","us","circle"
"16112",2020-11-04,"bensalem","us","teardrop"
"50110",2019-05-31,"colorado springs","us","cylinder"
"24346",2020-12-03,"sacramento","us","disk"
"43981",2020-04-29,"seattle","us","light"
"36552",2020-03-02,"kansas city","us","light"
"57740",2020-06-26,"texarkana","us","other"
"37361",2020-03-26,"billings","us","other"
"1925",2019-10-15,"long bink (viet nam)",NA,"other"
"9749",2020-11-12,"savannah","us","sphere"
"53803",2020-06-14,"fort white","us","unknown"
"4195",2020-10-22,"sturgeon bay","us","light"
"51918",2020-06-11,"haydock&#44 st. helens (uk/england)",NA,"sphere"
"70250",2020-07-06,"bellevue","us","circle"
"2687",2020-10-16,"trujillo alto (puerto rico)",NA,"light"
"22890",2020-12-25,"sacramento","us","triangle"
"5903",2020-10-29,"new vienna","us","cigar"
"46818",2020-05-14,"cincinnati","us","circle"
"2011",2019-10-15,"cleveland (massilon rd.&#44  montrose area)","us","diamond"
"68542",2019-07-04,"lovingston (east of)","us","unknown"
"24618",2019-12-04,"fort meade",NA,"light"
"33829",2020-03-11,"los angeles","us","cigar"
"60334",2020-06-08,"chattahoochee county","us","circle"
"85796",2019-09-25,"fire island pines (off great south bay)","us","cylinder"
"25968",2020-01-27,"alameda","us","diamond"
"63868",2020-07-16,"mokena","us","fireball"
"83818",2020-09-19,"westminster west",NA,"other"
"58209",2020-06-28,"covina","us","oval"
"1585",2020-10-13,"afton",NA,"sphere"
"23756",2020-12-30,"port orchard","us","triangle"
"29543",2019-02-15,"sacramento","us","unknown"
"24303",2020-01-23,"alma center","us","chevron"
"27388",2020-01-05,"surrey (canada)","ca","fireball"
"41167",2020-04-15,"nelsonville","us","sphere"
"34190",2020-03-01,"south bend","us","light"
"73511",2019-08-15,"bedford hills","us","chevron"
"9659",2020-11-12,"london (uk/england)","gb","cigar"
"56028",2020-06-20,"in air",NA,"circle"
"54114",2019-06-15,"two egg (mariana county)","us","circle"
"23551",2020-12-29,"catharpin","us","diamond"
"40036",2020-04-01,"elizabethtown","us","disk"
"78712",2019-08-03,"beaverton","us","disk"
"11100",2020-11-16,"stamford","us","fireball"
"73309",2020-08-14,"santa fe","us","fireball"
"13884",2020-11-23,"cabot","us","formation"
"26934",2020-01-31,"conestoga","us","formation"
"63769",2020-07-16,"weld county",NA,"light"
"17901",2020-01-18,"parrish","us","oval"
"39607",2020-04-10,"riverside","us","sphere"
"21891",2020-01-22,"cypress","us","triangle"
"31937",2019-02-27,"troutdale (near)",NA,NA
"86372",2020-09-27,"vancouver (canada)","ca",NA
"39645",2020-04-10,"vacaville","us","disk"
"5712",2020-10-28,"scottsdale","us","unknown"
"31010",2020-02-02,"youngsville","us","fireball"
"50902",2020-05-06,"placerville","us","diamond"
"54211",2019-06-15,"hobbs","us","flash"
"79909",2020-08-07,"big sur","us","formation"
"13530",2020-01-12,"kennesaw","us","oval"
"88318",2020-09-07,"sacramento","us","triangle"
"30319",2019-02-19,"amherst (near high peak)","us","triangle"
"87717",2019-09-05,"saskatoon (canada)","ca","triangle"
"22915",2019-12-26,"spring creek","us","unknown"
"57510",2020-06-25,"st. louis","us","unknown"
"29996",2019-02-17,"loxahatchee","us","cylinder"
"21616",2020-12-21,"phoenix (ahwatukee)","us","unknown"
"36035",2019-03-20,"paterson","us","disk"
"62705",2020-07-14,"hallsville","us","sphere"
"38139",2020-03-31,"green brook",NA,"unknown"
"71308",2020-08-10,"fort wayne","us",NA
"68063",2020-07-03,"george","us","light"
"53475",2020-06-12,"williamsville","us",NA
"71766",2020-08-11,"jackson","us","fireball"
"50537",2020-05-04,"centre","us","cylinder"
"81456",2020-09-01,"remer","us","light"
"82665",2019-09-15,"fort worth",NA,"light"
"18739",2019-12-10,"grand rapids","us","other"
"25622",2020-12-06,"the colony","us","circle"
"59674",2020-06-05,"neosho","us","cross"
"42275",2019-04-21,"alamogordo","us","light"
"31933",2019-02-27,"cleveland artcc",NA,NA
"47982",2020-05-19,"detroit","us","circle"
"69212",2020-07-04,"olmsted falls","us","light"
"46296",2020-05-01,"san jose","us","sphere"
"48437",2019-05-02,"cheyenne","us","unknown"
"59332",2020-06-03,"caribbean sea (between mexico and cuba)",NA,"light"
"8697",2020-11-10,"providence","us","rectangle"
"12693",2020-01-01,"utah valley",NA,"changing"
"86390",2020-09-27,"broomfield","us","other"
"73388",2019-08-15,"biola","us","cigar"
"57338",2020-06-24,"st. charles","us","circle"
"43277",2020-04-25,"san felipe (mexico)",NA,"cylinder"
"2168",2019-10-15,"yangtzee river (china)",NA,"disk"
"76601",2020-08-23,"grand rapids","us","light"
"86495",2020-09-28,"center moriches","us","light"
"13057",2020-11-21,"kingman (near; in mohave desert )","us","other"
"33552",2020-03-10,"cedarville","us","triangle"
"87455",2020-09-03,"olathe","us","unknown"
"55976",2020-06-20,"colorado springs","us","unknown"
"86868",2020-09-29,"bismarck","us","triangle"
"86598",2020-09-28,"((unspecified location))",NA,"chevron"
"51481",2020-05-09,"attleboro","us","disk"
"12852",2020-11-20,"algadonis (mexico) to tonopah",NA,"formation"
"6775",2020-10-03,"denver","us","light"
"64086",2020-07-17,"columbia falls","us","light"
"16158",2020-11-04,"cheshire (uk/england)","gb","sphere"
"34163",2020-03-01,"varanasi (andaman &amp;nicobar islands) (india)",NA,"cylinder"
"83521",2020-09-17,"flint","us","changing"
"6992",2020-10-04,"detroit","us","disk"
"48342",2020-05-21,"easter island (chile)",NA,"disk"
"18861",2020-12-10,"nashville","us","disk"
"44025",2020-04-29,"clearwater","us","fireball"
"50010",2020-05-30,"scottdale","us","light"
"67142",2020-07-28,"oklahoma city","us","rectangle"
"25026",2020-01-25,"greenwood","us","sphere"
"84715",2020-09-21,"timmins (canada)","ca","unknown"
"67749",2019-07-31,"trenton","us",NA
"69351",2020-07-04,"pottstown","us","fireball"
"78445",2020-08-31,"montebello","us","fireball"
"56937",2020-06-23,"port orchard","us","light"
"53429",2020-06-12,"west hollywood  and west",NA,"light"
"22195",2020-12-23,"lenexa","us","other"
"13674",2020-11-22,"rogers","us","rectangle"
"6173",2020-10-30,"denver","us","triangle"
"4987",2020-10-25,"rapid city&#44 sioux falls",NA,"unknown"
"26409",2020-01-29,"sand lake","us","chevron"
"13925",2020-11-23,"southampton","us","light"
"66035",2020-07-24,"vernon (canada)","ca","triangle"
"64858",2020-07-20,"kirkland","us","sphere"
"87361",2020-09-03,"blountville","us","other"
"13015",2020-11-21,"irvine","us","cigar"
"52868",2019-06-01,"collingswood","us","circle"
"74515",2020-08-17,"parramatta (nsw) (australia)","au","disk"
"59734",2020-06-05,"louisville","us","light"
"88344",2020-09-07,"portland","us","light"
"24683",2020-12-04,"elmhurst","us","light"
"10237",2020-11-14,"boucherville (canada)","ca","light"
"14006",2020-11-23,"coventry","us","other"
"27434",2020-01-05,"wellington","us","oval"
"74184",2020-08-16,"sebastopol","us","sphere"
"55229",2020-06-17,"spanish fork","us","sphere"
"3601",2020-10-20,"point mugu",NA,"sphere"
"57077",2020-06-23,"south wales","us","sphere"
"12542",2020-01-01,"edinburgh (uk/scotland)","gb","sphere"
"87401",2020-09-03,"scandia","us","triangle"
"67273",2020-07-29,"weatherford","us","unknown"
"51314",2020-05-08,"sedona","us",NA
"20534",2020-12-16,"placentia","us","disk"
"8415",2020-01-10,"coal creek","us","sphere"
"15372",2020-11-30,"eugene","us","unknown"
"27405",2020-01-05,"la mesa","us","circle"
"36167",2020-03-20,"broomfield","us","light"
"72351",2019-08-12,"arlington","us","triangle"
"5811",2020-10-29,"chandler","us","diamond"
"5958",2020-10-29,"las vegas","us","light"
"20160",2020-12-14,"auckland (new zealand)",NA,"circle"
"45669",2019-05-10,"carpentersville","us","circle"
"65050",2019-07-21,"fort lewis",NA,"cylinder"
"17920",2020-01-18,"bay city","us","light"
"81786",2020-09-12,"pullman","us","light"
"23794",2019-12-31,"burnt hills","us","light"
"57421",2020-06-25,"salt lake city","us","light"
"48228",2020-05-20,"fresno","us","light"
"61142",2020-07-11,"oconomowoc","us","teardrop"
"38676",2020-03-05,"cedar rapids","us","teardrop"
"37387",2020-03-26,"lake oswego","us","triangle"
"76069",2020-08-02,"glendale","us","unknown"
"64949",2020-07-20,"selkirk","us","unknown"
"50786",2020-05-05,"alcalde","us","unknown"
"76167",2019-08-22,"fontana","us",NA
"77927",2019-08-29,"inglewood","us",NA
"22416",2020-12-24,"philadelphia","us","triangle"
"35850",2020-03-19,"albuquerque","us","oval"
"61927",2020-07-12,"portland","us","cylinder"
"83640",2020-09-18,"los angeles","us","chevron"
"42166",2020-04-20,"grand prairie","us","circle"
"43875",2020-04-28,"moreno valley","us","egg"
"30992",2020-02-02,"duarte","us","light"
"57672",2020-06-26,"hoffman estates","us","fireball"
"46158",2019-05-01,"cleveland","us","diamond"
"32799",2020-02-05,"slidell","us","circle"
"66050",2020-07-24,"phoenix","us","disk"
"52091",2019-06-01,"marathon","us","disk"
"24512",2020-12-03,"binghamton","us","light"
"62758",2019-07-15,"south gate","us","circle"
"39157",2019-03-08,"gibralter",NA,"disk"
"85854",2020-09-25,"traverse city","us","disk"
"86809",2020-09-29,"west yellowstone",NA,"fireball"
"15409",2020-11-30,"milwaukie","us","fireball"
"65133",2020-07-21,"sandusky","us","formation"
"29622",2020-02-15,"linwood","us","light"
"83411",2020-09-17,"oroville","us","triangle"
"68668",2020-07-04,"sanford","us","triangle"
"49539",2020-05-27,"yakima","us",NA
"9043",2019-11-01,"chillicothe","us","other"
"9209",2020-11-01,"grand rapids","us","oval"
"16902",2020-01-16,"fremont","us","light"
"5264",2020-10-26,"columbus","us","other"
"75376",2020-08-20,"toronto (canada)","ca","rectangle"
"47345",2020-05-15,"oak hill","us","chevron"
"29138",2020-02-13,"oshawa (canada)","ca","disk"
"6677",2019-10-03,"tacoma","us","fireball"
"73673",2019-08-15,"perryville","us","fireball"
"62953",2019-07-15,"st. charles","us","light"
"60835",2020-07-10,"morris","us","light"
"70204",2020-07-06,"columbus","us","light"
"15072",2019-11-29,"orcas island",NA,"light"
"57425",2020-06-25,"spring grove","us","other"
"12195",2020-01-01,"la mirada","us","other"
"13916",2020-11-23,"moss landing","us","oval"
"88721",2020-09-09,"racine","us","rectangle"
"21594",2020-12-21,"terry","us","sphere"
"47930",2020-05-19,"palm coast","us","triangle"
"42845",2019-04-23,"oshkosh","us","triangle"
"84070",2020-09-19,"indianapolis","us","unknown"
"55443",2020-06-18,"paradise","us","light"
"8703",2019-11-11,"bakersfield","us","circle"
"29324",2020-02-14,"williston park","us","fireball"
"66908",2020-07-27,"orem","us","changing"
"54508",2019-06-15,"gillette","us","circle"
"88641",2019-09-09,"savannah","us","disk"
"82962",2020-09-15,"mount pleasant","us","formation"
"39639",2020-04-10,"surprise","us","light"
"85046",2020-09-22,"flagstaff","us","other"
"50358",2020-05-03,"grants pass","us","oval"
"39214",2020-03-08,"west st. paul",NA,"sphere"
"81879",2020-09-12,"chicago","us","teardrop"
"10925",2019-11-16,"san manuel","us","triangle"
"6461",2020-10-31,"vallejo","us","unknown"
"82740",2019-09-15,"egg harbor",NA,NA
"79035",2020-08-04,"flushing","us","light"
"87562",NA,"pyramid lake",NA,"light"
"51203",2020-05-07,"calimesa","us",NA
"19362",2020-12-01,"stateline/minden",NA,"unknown"
"9575",2019-11-12,"bend","us","disk"
"63014",2019-07-15,"salt lake city","us","light"
"27220",2020-01-04,"scotland","us","light"
"23060",2020-12-26,"kearns","us","circle"
"54597",2019-06-15,"sherwood park (canada)","ca","light"
"14646",2020-11-27,"rainier","us","triangle"
"36290",2020-03-21,"kingfisher","us","triangle"
"83150",2020-09-16,"topanga","us","unknown"
"46828",2020-05-14,"flint","us","light"
"55636",2020-06-19,"harrison","us","light"
"50938",2020-05-06,"east brunswick","us","circle"
"19115",2019-12-01,"grand canyon (north rim)","us","formation"
"28429",2020-02-10,"carthage","us","light"
"49993",2020-05-30,"weymouth dorset (uk/england)",NA,"light"
"14166",2020-11-24,"roseburg","us","light"
"45776",2020-05-10,"scottsboro","us","oval"
"70310",2019-07-07,"blyth (1hr outside of&#44 before tonopah&#44 nv)",NA,"rectangle"
"54215",2019-06-15,"fort worth",NA,"sphere"
"70026",2020-07-06,"houston","us","triangle"
"37722",2019-03-29,"rainsville","us",NA
"10630",2020-11-15,"farmington","us",NA
"41748",2020-04-18,"stoke-on-trent (uk/england)","gb",NA
"43160",2020-04-24,"london (uk/england)","gb","flash"
"81351",2019-09-01,"auburn","us","fireball"
"29355",2020-02-14,"pretty prairie","us","light"
"17238",2019-01-17,"seattle","us",NA
"64759",2019-07-20,"buffalo","us","changing"
"23793",2019-12-31,"jonesboro (near)","us","changing"
"23205",2020-12-27,"wellington","us","changing"
"38461",2020-03-04,"rio de janeiro (brazil)",NA,"cigar"
"2061",2019-10-15,"taipei city (taiwan)",NA,"circle"
"16488",2020-11-05,"flat rock","us","circle"
"45384",2020-04-08,"port clinton","us","cylinder"
